"Show_Name","English","Type","Episodes","Rank","Score","Users","Popularity","Members","Favorites","Genre","Source","Licensors","Studios","Producers","Premiered"
"Hottarake no Shima: Haruka to Mahou no Kagami","Oblivion Island: Haruka and the Magic Mirror","Movie","1","1613","7.51","3325","4190","7378","12","Fantasy","Original","Funimation","Production I.G, Polygon Pictures","Dentsu, Pony Canyon, Fuji TV, Toho",""
"Kaikan Phrase","","TV","44","1614","7.51","2875","3793","9325","111","Drama, Music, Romance, Shoujo","Manga","None found, add some","Studio Hibari","TV Tokyo, Shogakukan Productions","Spring 1999"
"Maria-sama ga Miteru Specials","Maria Watches Over Us","Special","7","1615","7.51","3511","4293","6889","5","Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life","Light novel","Nozomi Entertainment","Studio Deen","None found, add some",""
"Mitsuboshi Colors","Mitsuboshi Colors","TV","12","1616","7.51","11388","1821","38735","150","Slice of Life, Comedy, Shounen","Manga","Sentai Filmworks","Silver Link.","Frontier Works, Movic, AT-X, Grooove, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa","Winter 2018"
"Mobile Suit Gundam II: Soldiers of Sorrow","","Movie","1","1617","7.51","8603","3090","14877","13","Action, Military, Sci-Fi, Space, Drama, Mecha","Original","Nozomi Entertainment, Bandai Entertainment","Sunrise","Sotsu",""
"Saiyuuki Reload","Saiyuki Reload","TV","25","1618","7.51","8943","2506","22483","100","Action, Adventure, Comedy, Drama, Fantasy, Josei","Manga","Geneon Entertainment USA","Studio Pierrot","None found, add some","Fall 2003"
"Sengoku Basara","Sengoku Basara: Samurai Kings","TV","12","1619","7.51","46825","765","113485","1022","Action, Historical, Martial Arts, Samurai, Super Power","Game","Funimation","Production I.G","Dentsu, Shochiku, Mainichi Broadcasting System, Movic, flying DOG","Spring 2009"
"Senki Zesshou Symphogear G","Symphogear G","TV","13","1620","7.51","15257","1976","33862","441","Action, Music, Sci-Fi","Original","None found, add some","Satelight","Starchild Records, Memory-Tech, Dwango, Bushiroad, Good Smile Company, Kinyosha","Summer 2013"
"Super Lovers","Super Lovers","TV","10","1621","7.51","30538","1348","60584","757","Slice of Life, Comedy, Drama, Romance, Shounen Ai","Manga","Funimation","Studio Deen","Kadokawa Shoten, DAX Production, Nippon Columbia","Spring 2016"
"Tiger & Bunny Movie 1: The Beginning","Tiger & Bunny Movie 1","Movie","1","1622","7.51","6952","2937","16577","10","Action, Super Power, Comedy, Mystery","Unknown","Viz Media","Sunrise","Tohokushinsha Film Corporation",""
"Wangan Midnight","","TV","26","1623","7.51","5798","3129","14533","170","Action, Cars, Seinen, Sports","Manga","None found, add some","A.C.G.T.","OB Planning","Summer 2007"
"Yao Shen Ji","","ONA","40","1624","7.51","1109","6193","2759","31","Action, Adventure, Demons, Romance, Martial Arts, Fantasy","Novel","None found, add some","None found, add some","None found, add some",""
"Yu<U+2606>Gi<U+2606>Oh! 5D's","","","","1625","","","","","","","","","","",""
"AKB0048","AKB0048","TV","13","1626","7.50","19889","1657","44653","598","Music, Sci-Fi","Original","Sentai Filmworks","Satelight","Starchild Records, Magic Capsule, GANSIS","Spring 2012"
"Angel Densetsu","","OVA","2","1627","7.50","8470","3061","15071","65","Action, Comedy, School","Manga","None found, add some","Toei Animation","None found, add some",""
"Aoki Hagane no Arpeggio: Ars Nova","Arpeggio of Blue Steel -Ars Nova-","TV","12","1628","7.50","49073","822","105968","803","Action, Sci-Fi, Seinen","Manga","Discotek Media","SANZIGEN","Sotsu, KlockWorx, flying DOG, Ultra Super Pictures, Showgate, Shounen Gahousha","Fall 2013"
"Aria The Natural: Sono Futatabi Deaeru Kiseki ni...","","Special","1","1629","7.50","5167","3458","11634","22","Fantasy, Sci-Fi, Shounen, Slice of Life","Unknown","Nozomi Entertainment","Hal Film Maker","None found, add some",""
"Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan","Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back","Movie","1","1630","7.50","551","7814","1267","8","Sci-Fi, Comedy, Seinen","Manga","None found, add some","Shin-Ei Animation","Futabasha",""
"Cross Road","","Special","1","1631","7.50","18984","1905","36092","63","Slice of Life, School","Original","None found, add some","None found, add some","The Answer Studio, CoMix Wave Films",""
"Dareka no Manazashi","Someone's Gaze","Movie","1","1632","7.50","22628","1769","40455","69","Drama, Slice of Life","Original","None found, add some","CoMix Wave Films","The Answer Studio",""
"Detective Conan Bonus File: Fantasista Flower","","OVA","1","1633","7.50","2429","4616","5777","7","Comedy, Mystery, Police, Shounen, Sports","Unknown","None found, add some","None found, add some","Shogakukan Productions, Tokyo Movie Shinsha, Toho",""
"Detective Conan OVA 11: A Secret Order from London","","OVA","1","1634","7.50","3750","4116","7679","1","Adventure, Police, Comedy, Mystery, Shounen","Manga","None found, add some","TMS Entertainment","None found, add some",""
"Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru","Dragon Ball Z Movie 13: Wrath of the Dragon","Movie","1","1635","7.50","40880","1251","65339","54","Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen","Manga","Funimation","Toei Animation","None found, add some",""
"Garo: Honoo no Kokuin","GARO: THE ANIMATION","TV","24","1636","7.50","31332","953","89230","343","Action, Demons, Supernatural, Magic, Fantasy","Original","Funimation","MAPPA","Tohokushinsha Film Corporation","Fall 2014"
"Hisone to Maso-tan","Dragon Pilot: Hisone and Masotan","TV","","1637","7.50","2483","2544","21986","29","Military, Comedy, Drama, Fantasy","Original","None found, add some","Bones","None found, add some","Spring 2018"
"Honobono Log","","TV","10","1638","7.50","12321","2279","26537","171","Slice of Life, Romance","Picture book","None found, add some","Fanworks","NHK","Spring 2016"
"Karas","Karas","OVA","6","1639","7.50","23198","1532","50306","306","Action, Sci-Fi, Super Power, Fantasy","Original","None found, add some","Tatsunoko Production","Showgate",""
"Kemonozume","","TV","13","1640","7.50","12051","1680","43768","355","Action, Horror, Demons, Supernatural, Romance","Original","None found, add some","Madhouse","WOWOW","Summer 2006"
"Neon Genesis Evangelion: Death & Rebirth","Neon Genesis Evangelion: Death & Rebirth","Movie","1","1641","7.50","70524","698","122115","385","Drama, Mecha, Psychological, Sci-Fi","Original","None found, add some","Gainax, Production I.G","Movic, Sega, TV Tokyo Music, Audio Tanaka",""
"Nihon Animator Mihonichi","Japan Anima(tor)'s Exhibition","ONA","35","1642","7.50","6199","2464","23311","68","Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural","Original","None found, add some","Khara, Trigger","Dwango",""
"Nijiiro Days","Rainbow Days","TV","24","1643","7.50","40962","893","97369","429","Comedy, Romance, School, Shoujo, Slice of Life","Manga","Funimation","Production Reed","YTV, Tokuma Japan, Daiichikosho, Shueisha","Winter 2016"
"Nisekoi:","Nisekoi: False Love","TV","12","1644","7.50","168808","237","282103","1089","Comedy, Harem, Romance, School, Shounen","Manga","Aniplex of America","Shaft","Aniplex, Shueisha","Spring 2015"
"One Piece: Romance Dawn Story","One Piece: Romance Dawn Story","OVA","1","1645","7.50","14455","2269","26694","19","Action, Fantasy, Comedy, Super Power, Shounen","Manga","None found, add some","Toei Animation","None found, add some",""
"Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou","","","","1646","","","","","","","","","","",""
"Perfect Day","","Music","1","1647","7.50","5522","3850","9033","15","Music","Unknown","None found, add some","Madhouse","None found, add some",""
"RahXephon","RahXephon","TV","26","1648","7.50","31249","1047","79260","841","Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi","Original","ADV Films","Bones","Asatsu DK, Fuji TV","Winter 2002"
"Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!","","","","1649","","","","","","","","","","",""
"Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu","","Special","1","1650","7.50","5186","3291","13128","10","Comedy, Parody, School","Manga","None found, add some","Shaft","None found, add some",""
"Shigurui","Shigurui: Death Frenzy","TV","12","1651","7.50","21615","1232","66233","612","Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen","Manga","Funimation","Madhouse","Geneon Universal Entertainment, WOWOW, Akita Shoten","Summer 2007"
"Slayers Evolution-R","","TV","13","1652","7.50","11405","2453","23441","38","Adventure, Comedy, Fantasy","Light novel","Funimation, NYAV Post","J.C.Staff","None found, add some","Winter 2009"
"Tenchi Muyou! in Love","Tenchi Muyo! In Love","Movie","1","1653","7.50","9088","2954","16341","43","Action, Space, Comedy, Romance, School, Sci-Fi, Shounen","Unknown","Funimation, Geneon Entertainment USA","AIC","Pioneer LDC, GAGA",""
"Vandread: The Second Stage","","TV","13","1654","7.50","25384","1749","41019","105","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","Original","Funimation, Geneon Entertainment USA","Gonzo","GDH, Dentsu, Media Factory","Fall 2001"
"Whistle!","","TV","39","1655","7.50","4547","3751","9563","63","School, Shounen, Sports","Manga","None found, add some","Studio Comet","Marvelous","Spring 2002"
"Yomigaeru Sora: Rescue Wings","","TV","12","1656","7.50","2849","3890","8774","30","Drama, Military, Seinen","Original","None found, add some","J.C.Staff","Bandai Visual, Lantis","Winter 2006"
"Aishen Qiaokeli-ing... 2nd Season","","ONA","15","1657","7.49","1818","4064","7924","26","Harem, Comedy, Romance, School","Web manga","None found, add some","G.CMay Animation & Film","Tencent Animation, bilibili",""
"Aoki Densetsu Shoot!","Blue Legend Shoot!","TV","58","1658","7.49","3938","3918","8599","58","Action, Comedy, Drama, Romance, School, Shounen, Sports","Unknown","None found, add some","Toei Animation","None found, add some","Fall 1993"
"Black Cat","Black Cat","TV","23","1659","7.49","89297","431","182160","1703","Adventure, Comedy, Sci-Fi, Shounen, Super Power","Manga","Funimation","Gonzo","GDH, Dentsu, TBS, Sotsu Music Publishing","Fall 2005"
"Captain Herlock","Space Pirate Captain Harlock","Movie","1","1660","7.49","21421","1921","35427","136","Action, Sci-Fi, Space, Drama","Manga","Ketchup Entertainment","Toei Animation","Toei Video, Marza Animation Planet, Sammy, Kinoshita Koumuten",""
"Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu","Code Geass: Akito the Exiled - The Brightness Falls","Movie","1","1661","7.49","27900","1289","63219","79","Action, Mecha, Military","Original","Funimation","Sunrise","Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",""
"Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me","I Can't Understand What My Husband Is Saying: 2nd Thread","TV","13","1662","7.49","67166","801","108340","137","Slice of Life, Comedy, Romance, Seinen","4-koma manga","None found, add some","Seven","DAX Production, Dream Creation","Spring 2015"
"Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa","","Special","1","1663","7.49","25326","1570","48098","126","Fantasy, Magic, Shounen","Manga","Funimation","Satelight, A-1 Pictures","Dentsu",""
"Future GPX Cyber Formula","","TV","37","1664","7.49","1058","5601","3536","40","Adventure, Sci-Fi, Shounen, Sports","Original","Bandai Entertainment","Sunrise","None found, add some","Spring 1991"
"God Eater","God Eater","TV","13","1665","7.49","122278","238","281422","1468","Action, Military, Sci-Fi, Fantasy","Game","Aniplex of America","ufotable","Bandai Visual, Lantis, Anime Consortium Japan","Summer 2015"
"Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun","","OVA","1","1666","7.49","696","3567","10772","17","School, Shounen, Sports","Manga","None found, add some","Production I.G","None found, add some",""
"Himouto! Umaru-chan R","","TV","12","1667","7.49","35017","936","91090","306","Comedy, School, Seinen, Slice of Life","Manga","Sentai Filmworks","Doga Kobo","AT-X, Flex Comix, TOHO animation, Good Smile Company, Shueisha, bilibili, BS11, Jinnan Studio, RAY","Fall 2017"
"Lupin III: Otakara Henkyaku Daisakusen!!","Lupin III: Operation Return the Treasure","Special","1","1668","7.49","1460","5529","3654","2","Action, Adventure, Mystery, Comedy, Seinen","Manga","Discotek Media","TMS Entertainment","None found, add some",""
"Mahou Shoujo Lyrical Nanoha","Magical Girl Lyrical Nanoha","TV","13","1669","7.49","31549","1128","73512","932","Action, Comedy, Drama, Magic, Super Power","Original","Geneon Entertainment USA","Seven Arcs","Starchild Records, Omnibus Japan","Fall 2004"
"Minami-ke Omatase","","OVA","1","1670","7.49","9173","2807","18046","5","Comedy, Slice of Life","Manga","None found, add some","feel.","Starchild Records",""
"Nitaboh","","Movie","1","1671","7.49","2140","4664","5631","7","Historical, Music","Unknown","None found, add some","None found, add some","WAO World",""
"Oruchuban Ebichu","","TV","24","1672","7.49","11459","2158","29015","235","Comedy, Ecchi, Seinen","Manga","None found, add some","Gainax","Group TAC, Pioneer LDC","Summer 1999"
"Otona Joshi no Anime Time","","Special","4","1673","7.49","5204","3231","13712","35","Slice of Life, Drama, Romance, Josei","Novel","None found, add some","Bones, Production Reed","NHK, The Answer Studio, WAO World",""
"Ramayana: The Legend of Prince Rama","Ramayana: The Legend of Prince Rama","Movie","1","1674","7.49","412","8697","805","6","Adventure","Unknown","None found, add some","None found, add some","None found, add some",""
"Sankarea","Sankarea: Undying Love","TV","12","1675","7.49","166328","204","306425","1539","Comedy, Horror, Supernatural, Romance, Ecchi, Shounen","Manga","Funimation","Studio Deen","Lantis, Pony Canyon, TBS, Kodansha, BS-TBS","Spring 2012"
"Senki Zesshou Symphogear GX","Symphogear GX","TV","13","1676","7.49","10194","2380","24678","313","Action, Music, Sci-Fi","Original","None found, add some","Satelight","Starchild Records, Memory-Tech, Bushiroad, MAGES., Kinyosha","Summer 2015"
"Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai","SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist","TV","12","1677","7.49","167992","192","314330","1889","Comedy, Ecchi, School","Light novel","Funimation","J.C.Staff","Frontier Works, Shogakukan Productions, Genco, Starchild Records, AT-X, KlockWorx","Summer 2015"
"Shin Chou Kyou Ryo: Condor Hero","The Legend of Condor Hero","TV","26","1678","7.49","1982","4522","6052","30","Adventure, Drama, Historical, Romance","Novel","None found, add some","Nippon Animation","Jade Animation","Spring 2001"
"Shuangsheng Lingtan","","ONA","20","1679","7.49","1116","4363","6618","23","Mystery, Psychological","Manga","None found, add some","G.CMay Animation & Film","Tencent Animation",""
"Taiho Shichau zo","You're Under Arrest","OVA","4","1680","7.49","4083","3520","11144","43","Action, Comedy, Police, Seinen","Manga","AnimEigo","Studio Deen","Bandai Visual, TBS, Kodansha, Marubeni",""
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","","Special","1","1681","7.49","1422","5645","3471","1","Comedy, Drama, Slice of Life","Original","None found, add some","TYO Animations","None found, add some",""
"Towa no Quon 1: Utakata no Kaben","Towanoquon: The Ephemeral Petala","Movie","1","1682","7.49","18058","1672","44056","77","Action, Sci-Fi, Super Power, Supernatural","Original","Sentai Filmworks","Bones","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",""
"Towa no Quon 2: Konton no Ranbu","Towanoquon: Dancing Orchid in Chaos","Movie","1","1683","7.49","14779","2347","25302","14","Action, Sci-Fi, Mystery, Super Power, Supernatural","Original","Sentai Filmworks","Bones","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",""
"True Tears","True Tears","TV","13","1684","7.49","71994","586","142395","830","Drama, Romance, School","Original","Bandai Entertainment, Discotek Media, Bandai Visual USA","P.A. Works","Bandai Visual, Lantis","Winter 2008"
"UN-GO","Un-Go","TV","11","1685","7.49","42088","847","103189","560","Mystery, Supernatural","Novel","Sentai Filmworks","Bones","Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fuji Pacific Music Publishing","Fall 2011"
"Winter Sonata","","TV","26","1686","7.49","3383","2923","16720","65","Drama, Romance","Other","None found, add some","Studio Comet, KeyEast, REALTHING","Yoon's Color","Fall 2009"
"Yoake Tsugeru Lu no Uta","Lu Over the Wall","Movie","1","1687","7.49","2810","3299","13184","29","Adventure, Music, Fantasy","Original","NYAV Post, GKIDS","Science SARU","Fuji TV, Toho, BS Fuji",""
"Beelzebub Specials","","Special","16","1688","7.48","3542","3258","13479","20","Action, Comedy, Supernatural, Demons, School, Shounen","Original","None found, add some","Studio Pierrot, Pierrot Plus","Opera House",""
"City Hunter: Hyakuman Dollar no Inbou","City Hunter: Million Dollar Conspiracy","OVA","1","1689","7.48","1654","5559","3599","2","Action, Comedy, Mystery, Shounen","Unknown","None found, add some","Sunrise","None found, add some",""
"Cross Ange: Tenshi to Ryuu no Rondo","Cross Ange: Rondo of Angel and Dragon","TV","25","1690","7.48","46589","793","109115","962","Action, Sci-Fi, Mecha","Original","Sentai Filmworks","Sunrise","Starchild Records, Bandai Namco Live Creative, Bandai Channel","Fall 2014"
"Fairy Tail OVA (2016)","","OVA","3","1691","7.48","17048","1841","37901","128","Comedy, Magic, Ecchi, Fantasy, Shounen","Manga","None found, add some","A-1 Pictures","None found, add some",""
"Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day","","Special","1","1692","7.48","25521","1659","44608","122","Action, Supernatural, Magic, Fantasy","Visual novel","Aniplex of America","ufotable","None found, add some",""
"Grimm Masterpiece Theater II","Grimm's Fairy Tale Classics","TV","23","1693","7.48","570","7488","1483","2","Adventure, Comedy, Fantasy, Kids, Magic","Other","Saban Entertainment","Nippon Animation","None found, add some","Fall 1988"
"Hetalia Axis Powers Fan Disc","Hetalia Axis Powers Fan Disc","OVA","1","1694","7.48","3687","3731","9693","31","Comedy, Historical, Parody","Web manga","Funimation","Studio Deen","Frontier Works",""
"Hidamari Sketch","Hidamari Sketch","TV","12","1695","7.48","17719","1504","51820","736","Slice of Life, Comedy, School, Seinen","4-koma manga","Sentai Filmworks","Shaft","Aniplex, Lantis, TBS, Movic, Houbunsha","Winter 2007"
"Joshiraku OVA","","OVA","1","1696","7.48","5929","3495","11304","4","Slice of Life, Comedy","Manga","None found, add some","J.C.Staff","None found, add some",""
"Karakurizoushi Ayatsuri Sakon","","TV","26","1697","7.48","2090","4161","7471","41","Mystery, Horror, Thriller, Shounen","Manga","None found, add some","TMS Entertainment","WOWOW","Fall 1999"
"Kuroshitsuji II","Black Butler II","TV","12","1698","7.48","173427","213","300537","3586","Action, Comedy, Demons, Supernatural, Fantasy, Shounen","Manga","Funimation","A-1 Pictures","Aniplex, Square Enix, Mainichi Broadcasting System","Summer 2010"
"Love Live! School Idol Project 2nd Season Recap","","OVA","1","1699","7.48","2122","4528","6050","35","Music, School, Slice of Life","Unknown","None found, add some","None found, add some","None found, add some",""
"Mayo Chiki!","Mayo Chiki!","TV","13","1700","7.48","148486","260","264566","1502","Harem, Comedy, Romance, Ecchi, School","Light novel","Sentai Filmworks","feel.","Starchild Records, Media Factory, TBS, DAX Production, PRA, RAY","Summer 2011"
"Minami-ke Natsuyasumi","","OVA","1","1701","7.48","6122","3387","12236","4","Comedy, Slice of Life","Manga","None found, add some","feel.","Starchild Records",""
"Outbreak Company","Outbreak Company","TV","12","1702","7.48","96198","409","188080","673","Harem, Comedy, Parody, Fantasy","Light novel","Sentai Filmworks","feel.","Pony Canyon, TBS, Kodansha, Movic, DAX Production","Fall 2013"
"Persona 4 the Animation: The Factor of Hope","Persona 4 the Animation: The Factor of Hope","Movie","1","1703","7.48","3091","3308","13066","12","Adventure, Mystery, Super Power, Supernatural, School","Unknown","None found, add some","AIC A.S.T.A.","Index",""
"Re:<U+2423>Hamatora","","","","1704","","","","","","","","","","",""
"Saki Zenkoku-hen","Saki: The Nationals","TV","13","1705","7.48","10495","2481","23013","101","Game, School, Slice of Life","Manga","None found, add some","Studio Gokumi","TV Tokyo, Square Enix, Lantis, Pony Canyon","Winter 2014"
"Scrapped Princess","Scrapped Princess","TV","24","1706","7.48","28938","1199","67919","411","Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen","Light novel","Funimation, Bandai Entertainment","Bones","Kadokawa Shoten, A-Line","Spring 2003"
"Selector Spread WIXOSS","selector spread WIXOSS","TV","12","1707","7.48","27681","1446","54869","201","Game, Psychological","Card game","Funimation","J.C.Staff","Magic Capsule, Warner Bros., Showgate","Fall 2014"
"Shashinkan","","Movie","1","1708","7.48","1180","5865","3136","3","Drama, Historical, Slice of Life","Unknown","None found, add some","Studio Colorido","None found, add some",""
"Shokugeki no Souma OVA","","OVA","2","1709","7.48","23446","1460","54084","55","Ecchi, School, Shounen","Manga","None found, add some","J.C.Staff","Magic Capsule",""
"Soukyuu no Fafner: Right of Left - Single Program","","Special","1","1710","7.48","4300","3560","10846","23","Action, Drama, Mecha, Military, Sci-Fi","Original","None found, add some","Production I.G, Xebec","Starchild Records",""
"Starmyu 2nd Season","","TV","12","1711","7.48","3049","3722","9774","55","Music, Slice of Life, School","Original","None found, add some","C-Station","NBCUniversal Entertainment Japan","Spring 2017"
"Taiho Shichau zo: Second Season","You're Under Arrest: Fast & Furious","TV","26","1712","7.48","2603","4445","6313","6","Action, Comedy, Police, Shounen","Manga","Sentai Filmworks","Studio Deen","Kodansha","Spring 2001"
"Tales of Zestiria the X","Tales of Zestiria the X","TV","12","1713","7.48","76676","437","180900","659","Action, Adventure, Magic, Fantasy","Game","Funimation","ufotable","Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan","Summer 2016"
"Tales of Zestiria: Doushi no Yoake","Tales of Zestiria: Dawn of the Shepherd","Special","1","1714","7.48","15450","2084","30938","58","Fantasy","Game","None found, add some","ufotable","None found, add some",""
"Yowamushi Pedal: Re:ROAD","","Movie","1","1715","7.48","1985","4846","5111","6","Drama, Shounen, Sports","Manga","None found, add some","TMS Entertainment","TOHO animation",""
"Yuu<U+2606>Yuu<U+2606>Hakusho: Eizou Hakusho II","","","","1716","","","","","","","","","","",""
"Boku wa Tomodachi ga Sukunai","Haganai: I don't have many friends","TV","12","1717","7.46","256287","101","442157","3262","Ecchi, Slice of Life, Comedy, Harem, Romance, School","Light novel","Funimation","AIC Build","Media Factory, TBS, Bushiroad, Good Smile Company","Fall 2011"
"Chiisana Pengin: Lolo no Bouken","The Adventures of Scamper the Penguin","OVA","3","1718","7.47","1052","7124","1774","5","Adventure, Slice of Life, Kids, Drama, Fantasy","Original","Enoki Films","Toei Animation","Life Work, Soyuzmultfilm",""
"City Hunter: Bay City Wars","City Hunter: Bay City Wars","Movie","1","1719","7.47","1764","5490","3720","1","Action, Comedy, Mystery, Shounen","Unknown","None found, add some","Sunrise","None found, add some",""
"Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen","","Movie","1","1720","7.47","1005","6785","2071","3","Historical, Drama, Romance, Samurai, Seinen","Manga","None found, add some","None found, add some","TV Asahi",""
"Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation","Danganronpa: The Animation","TV","13","1721","7.47","242384","107","422703","5670","Mystery, Psychological, School","Game","Funimation","Lerche","Geneon Universal Entertainment, Mainichi Broadcasting System, Showgate","Summer 2013"
"Date A Live","Date A Live","TV","12","1722","7.47","249291","103","434541","6745","Comedy, Harem, Mecha, Romance, School, Sci-Fi","Light novel","Funimation","AIC Plus+","Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo","Spring 2013"
"Doraemon Movie 25: Nobita no Wan Nyan Jikuuden","Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey","Movie","1","1723","7.47","1107","6890","1973","2","Adventure, Comedy, Kids, Sci-Fi","Unknown","None found, add some","Shin-Ei Animation","None found, add some",""
"Gatchaman Crowds: Embrace","","Special","1","1724","7.47","6457","3288","13154","10","Adventure, Sci-Fi","Unknown","None found, add some","Tatsunoko Production","VAP",""
"Ghost in the Shell: Arise - Border:3 Ghost Tears","Ghost in the Shell: Arise - Border 3: Ghost Tears","Movie","1","1725","7.47","13660","2164","28947","20","Mecha, Police, Psychological, Sci-Fi","Manga","Funimation","Production I.G","Bandai Visual",""
"Glass no Kamen","","TV","23","1726","7.47","1534","4791","5266","31","Drama, Romance, Shoujo","Manga","None found, add some","Eiken","Studio Jack","Spring 1984"
"Gokusen","The Gokusen","TV","13","1727","7.47","13592","2284","26412","170","Slice of Life, Comedy, Drama, School, Josei","Manga","Media Blasters, NYAV Post","Madhouse","VAP, Studio Jack","Winter 2004"
"Grisaia no Meikyuu Special","","Special","1","1728","7.47","15957","2151","29273","54","Ecchi","Visual novel","None found, add some","8bit","Frontier Works",""
"Handa-kun","Handa-kun","TV","12","1729","7.47","50047","737","117467","351","Slice of Life, Comedy, Shounen","Manga","Funimation","Diomedea","Square Enix, Lantis, TBS, DAX Production, Memory-Tech, TC Entertainment, Docomo Anime Store, NichiNare","Summer 2016"
"Hibike! Euphonium: Kakedasu Monaka","Sound! Euphonium Episode 14 – Ready, Set, Monaka","Special","1","1730","7.47","15606","2281","26494","13","Drama, Music, School","Novel","Ponycan USA","Kyoto Animation","Lantis, Pony Canyon, Rakuonsha",""
"Ikoku Meiro no Croisée The Animation","","","","1731","","","","","","","","","","",""
"Kamichu!","Kamichu!","TV","12","1732","7.47","12647","1775","40210","187","Comedy, Drama, Slice of Life, Supernatural","Original","Funimation, Geneon Entertainment USA","Brain's Base","Aniplex","Summer 2005"
"Kamisama no Inai Nichiyoubi","Sunday Without God","TV","12","1733","7.47","65776","529","152571","816","Fantasy, Mystery","Light novel","Sentai Filmworks","Madhouse","Starchild Records, AT-X, KlockWorx, Memory-Tech, Studio Mausu","Summer 2013"
"Mai-Otome 0: S.ifr","My-Otome 0: S.ifr","OVA","3","1734","7.47","6226","3418","11965","28","Sci-Fi","Original","Funimation, Bandai Entertainment","Sunrise","None found, add some",""
"Mardock Scramble: The Second Combustion","Mardock Scramble: The Second Combustion","Movie","1","1735","7.47","15801","2140","29508","48","Action, Psychological, Sci-Fi","Novel","Sentai Filmworks","GoHands","Aniplex, Starchild Records",""
"Maria-sama ga Miteru: Haru Specials","Maria Watches Over Us: Printemps","Special","6","1736","7.47","3061","4461","6261","3","Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai","Light novel","Nozomi Entertainment","Studio Deen","None found, add some",""
"Marmalade Boy Movie","","Movie","1","1737","7.47","3075","4356","6628","23","Romance, Shoujo","Unknown","TOKYOPOP","None found, add some","None found, add some",""
"Mirai Nikki","","OVA","1","1738","7.47","81766","562","147273","2992","Action, Shounen, Supernatural","Manga","None found, add some","Asread","None found, add some",""
"Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono","","Movie","1","1739","7.47","62167","829","105585","129","Action, Comedy, Martial Arts, Shounen, Super Power","Manga","Viz Media","Studio Pierrot","Toho",""
"Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou","","","","1740","","","","","","","","","","",""
"Sakasama no Patema: Beginning of the Day","Patema Inverted: Beginning of the Day","Special","4","1741","7.47","8808","2643","20497","18","Sci-Fi","Unknown","None found, add some","Studio Rikka, Purple Cow Studio Japan","Asmik Ace Entertainment",""
"Sakura Quest","Sakura Quest","TV","25","1742","7.47","22724","1012","83484","307","Slice of Life, Comedy","Original","Funimation","P.A. Works","AT-X, Houbunsha, TOHO animation, BS11, ABC Animation, Sony PCL","Spring 2017"
"Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru","Beautiful Bones -Sakurako's Investigation-","TV","12","1743","7.47","57837","653","129200","598","Mystery","Novel","Sentai Filmworks","TROYCA","Lantis, DAX Production","Fall 2015"
"Shin Chou Kyou Ryo: Condor Hero II","Legend of the Condor Hero II","TV","26","1744","7.47","1042","6299","2610","4","Adventure, Drama, Historical, Romance","Unknown","None found, add some","Nippon Animation","Jade Animation","Winter 2005"
