"Show_Name","English","Type","Episodes","Rank","Score","Users","Popularity","Members","Favorites","Genre","Source","Licensors","Studios","Producers","Premiered"
"Bishoujo Yuugi Unit Crane Game Girls Galaxy","Crane Game Girls Galaxy","TV","12","9185","4.84","875","6593","2275","1","Game, Space, Comedy","Original","None found, add some","Kyotoma","Pony Canyon Enterprise","Fall 2016"
"De:vadasy","Devadasy","OVA","3","9186","4.84","646","7300","1630","0","Action, Ecchi, Psychological, Mecha","Game","Media Blasters","None found, add some","Green Bunny",""
"Hakubutsushi","Natural History","Movie","1","9187","4.84","182","10306","331","0","Dementia","Unknown","None found, add some","None found, add some","Yamamura Animation, Inc.",""
"Hungry to Win","","ONA","1","9188","4.84","207","10074","373","0","Action, Sports","Original","None found, add some","None found, add some","None found, add some",""
"Jam","","Music","1","9189","4.84","258","9698","458","1","Music, Dementia, Fantasy","Unknown","None found, add some","None found, add some","Mirai Film",""
"Jigazou","Self Portrait","Movie","1","9190","4.84","846","7603","1402","5","Comedy","Unknown","None found, add some","None found, add some","Tezuka Productions",""
"Kokka Kimigayo","The National Anthem Kimigayo","Movie","1","9191","4.84","570","8233","1031","0","Music, Historical","Original","None found, add some","None found, add some","None found, add some",""
"Navia Dratp","","ONA","5","9192","4.84","129","10238","341","0","Fantasy","Other","None found, add some","None found, add some","Bandai",""
"Oshiri Kajiri Mushi","","Music","1","9193","4.84","320","9331","559","2","Comedy, Music","Unknown","None found, add some","None found, add some","None found, add some",""
"Playground","","Movie","1","9194","4.84","169","10354","325","0","Dementia","Original","None found, add some","None found, add some","Mirai Film",""
"Rayca","","OVA","1","9195","4.84","452","8309","988","1","Sci-Fi","Unknown","None found, add some","None found, add some","None found, add some",""
"Rule","","Movie","1","9196","4.84","69","11792","161","0","Dementia","Unknown","None found, add some","None found, add some","None found, add some",""
"""0""","","Music","1","9197","4.82","1138","6836","2037","1","Music","Unknown","None found, add some","Minakata Laboratory","Sony Music Entertainment",""
"Box","","Movie","1","9198","4.83","74","11509","180","0","Dementia","Original","None found, add some","None found, add some","None found, add some",""
"Cinterrier-jou no Hanamuko","Miss Cinterrier's Groom","Movie","1","9199","4.88","54","11965","151","0","Kids, Fantasy, Comedy","Original","None found, add some","None found, add some","None found, add some",""
"Clarinet Kowashichatta","","Music","1","9200","4.87","90","11782","163","0","Music, Kids","Music","None found, add some","None found, add some","NHK",""
"Dragon Fist","","OVA","1","9201","4.83","209","9150","624","0","Drama, Martial Arts, Fantasy, Shoujo","Manga","None found, add some","Agent 21","Youmex",""
"Eyedrops Episode 0","","ONA","1","9202","4.83","62","11458","185","0","Space","Original","None found, add some","None found, add some","None found, add some",""
"Jitensha-hen","","Music","1","9203","4.83","58","12775","111","0","Music","Music","None found, add some","None found, add some","Space Shower Music",""
"Love Kome: We Love Rice 2nd Season","Love Rice 2","TV","12","9204","4.83","889","6360","2543","1","Slice of Life","Original","None found, add some","Encourage Films","Just Pro","Fall 2017"
"Rui no Masaiban","","ONA","1","9205","4.83","119","10444","307","0","Comedy","Unknown","None found, add some","None found, add some","None found, add some",""
"Timbre A to Z","","ONA","26","9206","4.83","123","10385","318","0","Music, Dementia","Unknown","None found, add some","None found, add some","Mirai Film",""
"2010","","Music","1","9207","4.82","329","9487","518","0","Music","Music","None found, add some","None found, add some","EMI",""
"Gokiburi Taisou","Cockroach Calisthenics","ONA","1","9208","4.82","134","10780","257","4","Dementia, Music, Sports","Original","None found, add some","None found, add some","None found, add some",""
"Hanabeam","","Music","1","9209","4.82","204","10064","375","0","Music","Unknown","None found, add some","None found, add some","None found, add some",""
"Hitori de Nayamanaide Issho ni Kangaeyou","","Movie","1","9210","4.82","57","12710","113","1","Drama","Original","None found, add some","None found, add some","None found, add some",""
"Kawaii Cook-san","","ONA","1","9211","4.82","87","11461","184","0","Slice of Life","Unknown","None found, add some","Kachidoki Studio","None found, add some",""
"Kintarou Taiiku Nikki","","Movie","1","9212","4.82","77","10884","238","1","Comedy","Original","None found, add some","None found, add some","None found, add some",""
"Odoroki Ban","Phenakistoscope","Movie","1","9213","4.81","111","10935","232","0","Dementia","Unknown","None found, add some","None found, add some","Studio Zero",""
"Riding the Storm","","Music","1","9214","4.82","61","12698","115","0","Music","Music","None found, add some","Moss Design Unit","Lastrum Music",""
"Yoru no Hi","","Movie","1","9215","4.82","377","8883","723","3","Psychological","Unknown","None found, add some","None found, add some","None found, add some",""
"77Danui Bimil","","Movie","1","9216","4.81","65","10899","236","0","Action, Drama","Unknown","None found, add some","None found, add some","None found, add some",""
"Ari Ningen Monogatari","Future Man","Movie","1","9217","4.81","171","10450","306","0","Fantasy","Unknown","None found, add some","None found, add some","None found, add some",""
"Henna Omamesan","","Special","1","9218","4.81","165","10498","297","0","Comedy, Parody","Other","None found, add some","None found, add some","None found, add some",""
"Ichigeki Sacchuu!! Hoihoi-san: Legacy","","ONA","1","9219","4.81","262","8991","684","0","Comedy, Sci-Fi","Manga","None found, add some","Bridge","None found, add some",""
"In Search of Axis","In Search of Axis","Special","3","9220","4.81","52","13363","83","0","Dementia","Original","None found, add some","Polygon Pictures","None found, add some",""
"JRA Hokan Keikaku","","ONA","3","9221","4.81","429","7415","1532","2","Action, Mecha","Original","None found, add some","Gainax","None found, add some",""
"Armored Core: Fort Tower Song","","ONA","1","9222","4.80","267","8217","1035","0","Action, Mecha, Sci-Fi","Unknown","None found, add some","None found, add some","Aniplex",""
"Beppu x Peeping Life","","ONA","1","9223","4.80","96","10894","237","0","Slice of Life, Comedy","Unknown","None found, add some","None found, add some","CoMix Wave Films",""
"Hinomaru Hatanosuke: Bakemonoyashiki no Maki","Hatanosuke and the Haunted House","Movie","1","9224","4.80","357","8920","709","1","Supernatural","Original","None found, add some","None found, add some","None found, add some",""
"Ketsuekigata-kun! Featuring Yuri & Nasuno","","Special","1","9225","4.80","1183","6521","2358","0","Comedy","Web manga","None found, add some","feel.","Earth Star Entertainment",""
"Kuripuri*Kuripura","","Movie","1","9226","4.80","58","12017","147","0","Comedy","Unknown","None found, add some","None found, add some","None found, add some",""
"The Harmonic Gleam Vibration","","Movie","1","9227","4.80","110","10890","238","0","Dementia","Original","None found, add some","None found, add some","None found, add some",""
"Yokoo's 3 Animation Films","","OVA","3","9228","4.80","231","9377","545","3","Psychological, Romance","Unknown","None found, add some","None found, add some","None found, add some",""
"Ame-iro Cocoa in Hawaii","Rainy Cocoa in Hawaii","TV","12","9229","4.79","741","5445","3790","5","Slice of Life, Comedy","Digital manga","None found, add some","EMT²","DAX Production","Fall 2016"
"Haruko no Bouken","Haruko Adventure","Movie","1","9230","4.79","69","11428","186","1","Dementia","Unknown","None found, add some","None found, add some","None found, add some",""
"Propagate","Propagate","Movie","1","9231","4.79","89","11531","177","1","Dementia","Original","None found, add some","None found, add some","None found, add some",""
"Ame-iro Cocoa","Rainy Cocoa in Hawaii","TV","12","9232","4.79","741","5445","3790","5","Slice of Life, Comedy","Digital manga","None found, add some","EMT²","DAX Production","Fall 2016"
"Animal Dance","","Movie","1","9233","4.78","273","9427","530","2","Music, Dementia","Original","None found, add some","None found, add some","None found, add some",""
"Canary","","OVA","1","9234","4.78","578","7645","1378","0","Fantasy, Music, Romance, School","Visual novel","None found, add some","SOEISHINSHA","None found, add some",""
"Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie","","Movie","1","9235","4.78","831","7030","1858","1","Adventure, Magic, Comedy, Sci-Fi","Unknown","None found, add some","None found, add some","m.o.e.",""
"Kuchao","A Gum Boy","Movie","1","9236","4.78","215","10153","357","0","Dementia","Unknown","None found, add some","None found, add some","None found, add some",""
"Lina Poe Poe","","Music","1","9237","4.78","61","12712","114","0","Music","Music","None found, add some","None found, add some","Space Shower Music",""
"Mr. Empty","Mr. Empty","Music","1","9238","4.78","74","12319","132","0","Music","Music","None found, add some","None found, add some","None found, add some",""
"Yasashii Fue, Tori, Ishi","Gentle Whistle, Bird and Stone","Movie","1","9239","4.78","129","10787","255","1","Dementia","Original","None found, add some","None found, add some","None found, add some",""
"Aru Zombie Shoujo no Sainan","","Special","1","9240","4.77","265","9187","611","1","Action, Horror","Light novel","None found, add some","None found, add some","None found, add some",""
"Lost Utopia","","Movie","1","9241","4.77","355","8959","695","0","Action, Fantasy, Supernatural, Music, Seinen","Unknown","None found, add some","Mirai Film","None found, add some",""
"Omocha Bako Series Dai 3 Wa: Ehon 1936-nen","","Movie","1","9242","4.77","293","9327","560","0","Fantasy","Other","None found, add some","None found, add some","None found, add some",""
"Pinky Wakuwaku Tabi Stroll","","ONA","7","9243","4.74","64","11820","160","0","Slice of Life","Unknown","None found, add some","None found, add some","None found, add some",""
"12-gatsu no Uta","December Song","Movie","1","9244","4.76","182","10087","372","1","Music, Kids","Unknown","None found, add some","None found, add some","None found, add some",""
"Five Fire Fish","","Movie","1","9245","4.76","63","12159","139","0","Dementia","Original","None found, add some","Yamamura Animation, Inc.","None found, add some",""
"Hinomaru Tarou: Musha Shugyou no Maki","Taro's Early Training Days","Movie","1","9246","4.76","271","9504","510","0","Action, Samurai","Original","None found, add some","None found, add some","None found, add some",""
"Instant Music","Instant Music","Music","1","9247","4.76","187","10481","301","0","Music","Unknown","None found, add some","None found, add some","None found, add some",""
"Quantum Leap","","Music","1","9248","4.76","150","10649","273","0","Action, Music","Music","None found, add some","Production I.G","Avex Entertainment",""
"Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan","You Can Be A Robot, Too feat. Kamome Jido Gassyodan","Music","1","9249","4.75","116","11179","207","0","Music","Unknown","None found, add some","None found, add some","None found, add some",""
"Chameko no Ichinichi","","Movie","1","9250","4.75","335","9149","623","0","Comedy","Original","None found, add some","None found, add some","None found, add some",""
"Kennel Tokorozawa","","OVA","1","9251","4.75","374","8760","776","5","Ecchi, Comedy, School","Manga","None found, add some","None found, add some","Fuji TV, Animation 21",""
"Makura no Danshi","makuranodanshi","TV","12","9252","4.75","11688","2382","24676","44","Slice of Life","Original","None found, add some","feel.","Earth Star Entertainment, Assez Finaud Fabric","Summer 2015"
